Nível de Utilização [%];Potência instalada [kVA];Coordenadas Geográficas
20%-39%;250;41.4083696846429, -7.45001447467074
60%-79%;160;41.7102268950813, -8.77422291168608
20%-39%;250;40.5021506016262, -7.91270143001741
40%-59%;630;40.8985190322535, -7.93365464093884
60%-79%;100;40.4471925258039, -8.51198096612332
20%-39%;400;40.9164739545285, -8.50348940503039
20%-39%;400;41.0090662724636, -8.55778240162533
0%-19%;630;40.929823108897, -8.55561263973116
20%-39%;100;41.5852100491197, -8.16139471167102
60%-79%;400;41.4612150095515, -8.28443508581925
20%-39%;25;40.9958339392068, -7.20506470925364
20%-39%;160;39.4824181477319, -9.05351080455643
0%-19%;630;38.7211711298816, -9.35849095055406
0%-19%;100;39.897616097621, -8.73778059840982
20%-39%;160;39.3433929332178, -9.21674265616072
0%-19%;250;38.8931024220967, -9.10401932548063
40%-59%;250;41.2494415482928, -8.07192968489603
20%-39%;1030;41.1709125478424, -8.5577117109066
60%-79%;25;39.6313550948017, -8.0793247588488
0%-19%;100;39.8926916457996, -6.91440583062413
20%-39%;630;40.2081210601222, -8.40588956818213
20%-39%;630;37.1411802766618, -8.53145809251127
20%-39%;250;37.0398078922104, -7.83828350934731
40%-59%;250;41.2293051471679, -8.55242738907431
40%-59%;250;41.278750833869, -8.5744861783034
20%-39%;630;41.1640804371075, -8.63660147858976
60%-79%;100;39.4246265327008, -8.67494338180001
60%-79%;315;41.07807023666, -8.10522144098038
40%-59%;100;40.8895253507099, -7.61400853012175
80%-99%;160;40.9201429175192, -8.34264526906493
20%-39%;250;40.8808723110007, -8.41747197163658
20%-39%;250;41.5743138804707, -8.49551467171218
20%-39%;50;40.30000611812, -7.94402723264088
40%-59%;250;40.120589390638, -8.52985864420429
40%-59%;100;40.8369335156545, -7.28587802899194
0%-19%;100;37.1951540890371, -7.54880998947498
40%-59%;50;39.8979892546578, -8.16300353218324
60%-79%;100;39.7508854796085, -8.85131660201502
20%-39%;100;38.9456831300913, -9.13872844764076
40%-59%;400;39.7498716988872, -8.93942387758619
0%-19%;1260;38.7821554400696, -9.09369264171209
40%-59%;800;38.7045658654361, -9.162715955578
20%-39%;250;38.8657857990366, -7.22936464660517
20%-39%;630;38.8680366469851, -7.16534371859309
0%-19%;400;41.1519450793041, -8.52490002874121
60%-79%;400;37.7289983139008, -8.78039684448826
40%-59%;50;39.8032873755313, -7.49200475223228
20%-39%;50;41.6725686866008, -6.54325184625475
20%-39%;100;37.2390826791748, -8.01415922593385
0%-19%;630;37.1360602480813, -8.54534134858528
20%-39%;250;37.0919902619494, -8.26860592506112
0%-19%;250;39.6255702060296, -8.44066558271635
20%-39%;100;41.8999910155283, -8.55566411712868
40%-59%;100;40.7085233589161, -7.79995674442905
40%-59%;100;40.7387021127061, -7.72572945403609
20%-39%;200;40.9290688045652, -8.61619939072695
20%-39%;100;41.6674205118905, -8.49330701742344
60%-79%;100;41.571707944589, -8.06798452092589
40%-59%;160;41.6000933646135, -8.54174216280586
40%-59%;160;41.4420401701332, -8.14394022832288
60%-79%;160;39.5220219449482, -9.04945278839248
60%-79%;160;39.3619747273135, -9.31890818579504
0%-19%;1260;38.6954493966086, -9.43395688588857
0%-19%;630;38.7684502715715, -9.34427574961931
+100%;100;39.0438990391264, -7.86393218033569
20%-39%;400;41.2505141325188, -8.63058917042415
40%-59%;160;41.229981296834, -8.29881010753738
60%-79%;160;41.150470822517, -8.41750531594186
20%-39%;100;38.9461801741757, -7.67066278013649
60%-79%;250;40.2359634051523, -8.36372253741815
60%-79%;250;37.12028120245, -8.12148474240551
20%-39%;630;41.2073679118979, -8.5589561704755
20%-39%;400;38.7310081732939, -8.97551707848451
40%-59%;400;38.6428447771997, -9.19331505434469
+100%;50;38.5941067880182, -8.98397738149654
40%-59%;160;38.6422128514438, -8.93707862941221
0%-19%;100;40.6512174731401, -7.94124012399113
20%-39%;400;40.6470668519398, -7.91724799069087
20%-39%;630;40.9569354966137, -8.65410490471672
80%-99%;100;41.5630741211126, -8.46606333834452
60%-79%;160;41.3543310449214, -8.29399181759694
+100%;50;40.6829371502155, -7.09686487475401
40%-59%;250;39.8680988159721, -8.85690607830151
40%-59%;160;39.6058179090749, -8.83181536789245
0%-19%;1260;38.7425635427278, -9.12473475619331
20%-39%;630;38.771525428255, -9.30217858182714
40%-59%;100;39.0437359608121, -9.24039260010754
40%-59%;250;41.2683209991623, -8.27516846924596
60%-79%;100;41.2993975107271, -8.10971281750675
20%-39%;50;39.8946225389699, -7.94145712063461
40%-59%;250;40.3477902736329, -8.59283042440855
60%-79%;100;40.0350701137286, -7.55879655453468
+100%;100;37.0725216154297, -7.71775615903253
20%-39%;630;41.0425047364627, -8.64701878777578
0%-19%;3150;41.1518585409765, -8.61043638668704
0%-19%;630;41.216197409058, -8.53718965044619
20%-39%;400;40.6431191796944, -8.70485538814603
20%-39%;630;40.6384729424038, -8.74308556660217
20%-39%;250;40.9192242169171, -8.44726592734992
20%-39%;630;38.7755020657108, -9.14553482248168
20%-39%;630;38.7154474837417, -9.14933495492704
0%-19%;630;38.7011017401643, -9.20038720548699
40%-59%;630;38.7648245900073, -9.20856835433493
80%-99%;400;38.7852940840435, -9.34722963214542
60%-79%;630;38.7649450578171, -9.20099152836548
40%-59%;160;39.8319259561419, -7.4820701840232
60%-79%;160;40.3058568046207, -8.39869909547934
20%-39%;630;41.1593831490566, -8.5957619117532
20%-39%;400;41.2981990516665, -8.72435564123336
20%-39%;630;41.1452182618219, -8.61153652123014
40%-59%;250;38.6336926773098, -9.17727168437325
60%-79%;50;39.4312543704184, -8.57898272704248
40%-59%;250;38.5292015469332, -8.49370729322902
20%-39%;400;41.2673538183981, -7.57706059898526
40%-59%;50;41.1195718624372, -7.74749024558246
80%-99%;160;41.4895057007434, -8.25914327877481
20%-39%;630;41.4581778101821, -8.17352549134786
20%-39%;50;39.2658903996745, -9.13185487607822
20%-39%;50;40.9422765374321, -7.2295418625634
20%-39%;250;40.6641881979437, -7.38009093184484
40%-59%;100;39.4928593131507, -8.93143685968264
40%-59%;400;38.7053664463396, -9.34593686549012
0%-19%;250;38.7171558737418, -9.13926826900692
0%-19%;630;38.7931745671117, -9.15373492008381
20%-39%;630;38.7282905147915, -9.24622788348206
40%-59%;400;38.721034575397, -9.15044965742081
0%-19%;100;38.9498955923314, -8.93490674305979
40%-59%;250;41.2708281272981, -8.2699472846678
20%-39%;100;40.1803454933817, -7.51649862511669
40%-59%;250;37.1038491479035, -8.07264969140316
20%-39%;100;37.0388411619411, -7.91427167824793
40%-59%;250;41.2284026057039, -8.54773041725965
0%-19%;630;41.1668312601866, -8.64873827365347
20%-39%;630;41.1572288477341, -8.64252829307441
80%-99%;100;38.9629273501165, -8.59601251113716
20%-39%;100;41.6537647011595, -7.48226732613455
40%-59%;160;41.3174286653284, -7.64231610687026
20%-39%;400;40.6574954798103, -7.92006148683995
60%-79%;250;40.9497296527303, -8.61483723183353
0%-19%;160;41.0644468079873, -8.27971167912821
40%-59%;160;41.5849650744233, -8.39542255122725
0%-19%;400;41.6518642375455, -8.43736633043132
0%-19%;100;40.8969007485228, -7.42622293030966
+100%;100;39.2202380455489, -8.88471441100094
20%-39%;1260;38.7061141426569, -9.24407243147252
20%-39%;630;38.7614960442703, -9.37224770665871
20%-39%;400;41.2609739599885, -8.61840927394714
0%-19%;630;41.223818655654, -8.70112678747425
20%-39%;50;37.9673355991195, -7.6374456348966
20%-39%;160;37.1911906388139, -8.02649987562515
80%-99%;100;39.2327373188062, -8.76059277713783
60%-79%;200;38.6842652117385, -8.69042312759734
0%-19%;630;40.6568577538145, -7.90828889748274
20%-39%;500;38.7053135833621, -9.15883418008398
20%-39%;630;41.5590713618803, -8.41612445626671
40%-59%;100;41.4836180921514, -8.43087735282431
80%-99%;250;40.1144837841698, -8.24736162142182
0%-19%;500;37.0675153785236, -8.82740461692602
20%-39%;50;40.5771520704131, -7.3477178427721
40%-59%;100;39.8303908425768, -8.50024081530708
20%-39%;1260;38.7076178793983, -9.21082014606255
60%-79%;250;38.9175692524918, -9.38388916974122
60%-79%;160;38.7526023463027, -9.21943379654679
40%-59%;250;37.8894553594486, -8.16666448747618
0%-19%;250;37.0833583651179, -7.79670395036631
20%-39%;50;37.2649256209965, -7.47268048034402
20%-39%;50;37.2024748494901, -7.75676216585012
0%-19%;250;39.451136915812, -8.49821167240299
0%-19%;100;41.9319657734007, -8.55072006598192
+100%;100;40.6731218801906, -7.87734003583889
40%-59%;160;40.8988399015007, -8.55858913346188
20%-39%;250;40.6735262503923, -8.59341912732217
20%-39%;400;40.9322827889371, -8.27225368441143
20%-39%;250;40.8887452346012, -8.53181201246235
60%-79%;250;41.3618626773629, -8.56801493756036
40%-59%;250;41.5821917512043, -8.40626959843699
20%-39%;50;40.1772131600405, -8.11734200478812
80%-99%;100;40.1667050594015, -8.44920785510347
40%-59%;125;40.8543051939816, -7.25707990238782
60%-79%;160;39.8690238087395, -8.84075031779579
0%-19%;1260;38.6959127942915, -9.362686352998
40%-59%;250;38.8673585658223, -9.11421099780784
0%-19%;630;38.9515519411836, -9.0091477174096
60%-79%;250;39.5120636426074, -7.52007454325723
0%-19%;630;41.1945600177699, -8.15249784853272
0%-19%;630;41.1817406815183, -8.68305375982117
20%-39%;630;41.1951309496813, -8.63711599687473
0%-19%;1030;41.176810853443, -8.54197819873057
60%-79%;400;41.2163064814638, -8.61064482343353
60%-79%;50;38.0755691026419, -8.11968002378145
20%-39%;630;41.5490687980288, -8.41397177039932
20%-39%;160;40.3423746077967, -8.74946149913477
60%-79%;160;41.5601079678847, -6.62458359627743
20%-39%;630;41.1287927557038, -8.60532765913658
60%-79%;160;38.9804608148506, -8.75281910205246
40%-59%;100;39.0142949376998, -8.7836152901318
60%-79%;100;39.7409819304545, -8.39205243555264
20%-39%;630;42.0757289855644, -8.48479777611159
40%-59%;400;41.1646791253772, -7.78401696114917
0%-19%;100;41.954934893249, -8.46155503297653
60%-79%;160;42.0717114406307, -8.46650433801148
40%-59%;50;40.73888667942, -7.72109420396926
60%-79%;250;40.4669411608256, -8.67312166986335
+100%;250;40.93379623341, -8.61658390370846
60%-79%;50;41.1062016938935, -6.76489540996559
80%-99%;400;41.4919582164182, -7.17692023505887
40%-59%;250;41.5235461889874, -8.39845084583521
20%-39%;50;39.425408817242, -8.9978261563684
20%-39%;400;40.4172330885568, -7.70742852797061
40%-59%;630;39.4081664559137, -9.1446686381182
0%-19%;160;39.3151032928227, -9.06535793302875
80%-99%;160;39.0122339372303, -7.06289532724839
0%-19%;250;39.3047904260012, -7.42310791277386
0%-19%;50;39.0536398045483, -7.06336586534484
40%-59%;100;40.4107552966295, -8.62915822624195
0%-19%;400;41.3071908683592, -7.15394157150528
40%-59%;250;37.103559652603, -7.99870311070436
40%-59%;400;37.0782507774168, -8.11046540596161
20%-39%;400;41.1065746035175, -8.6597415626185
40%-59%;100;41.2767754058596, -8.54228954000508
20%-39%;630;41.8063911131022, -8.41309056583168
0%-19%;50;40.8375486528602, -8.06511550659237
40%-59%;630;40.9980409515081, -8.64499150661959
80%-99%;100;41.4728151408358, -7.10982591339338
40%-59%;100;41.5123142190738, -7.89624381114296
80%-99%;100;40.043762192512, -8.84600838226296
40%-59%;160;40.2737016698345, -8.26750841252399
0%-19%;100;39.7690574425474, -8.3761912220501
60%-79%;50;39.9758498838328, -8.7344764500027
40%-59%;160;38.7553382198113, -9.15064801192289
20%-39%;1260;41.1916397919841, -8.57542532659411
80%-99%;160;37.9849636580746, -7.40985505460181
40%-59%;250;37.0792440900456, -8.30002368677918
0%-19%;400;38.4462154727584, -7.37982848256615
60%-79%;400;41.2093448718552, -8.56268917102776
40%-59%;100;39.2870597592102, -8.74980967406244
20%-39%;250;40.4041235601627, -8.22956884629741
20%-39%;250;41.3555120244708, -8.53634103374304
80%-99%;250;41.6987842578339, -8.47709819437602
60%-79%;250;41.4492290295591, -8.31262747539749
40%-59%;100;40.1564257588017, -8.76414976342192
80%-99%;100;40.1549481534198, -8.19516726307187
0%-19%;100;39.9101754429041, -8.38768760334827
40%-59%;100;40.3451528185832, -7.07413059786763
20%-39%;250;39.7874260964592, -8.34213017925249
20%-39%;160;39.6013360111997, -8.8570830203701
0%-19%;630;38.7316076751276, -9.14844633281361
40%-59%;630;38.7566558873993, -9.20532303798503
40%-59%;400;41.2342151429249, -8.60115588991633
20%-39%;400;41.2040337340474, -8.57319343463964
20%-39%;630;41.2460446685462, -8.59714133841181
0%-19%;250;37.1454296639445, -8.66181798957503
0%-19%;630;41.1237279169109, -8.64206697876003
20%-39%;1890;41.1480105383003, -8.60756220642013
20%-39%;400;41.3789104532139, -8.74753943754271
20%-39%;250;39.6852344003776, -8.32508719633387
40%-59%;250;38.459629560053, -9.14093453427914
+100%;160;38.5618002097198, -8.78997148003651
20%-39%;400;40.9817587116926, -8.53794245074655
0%-19%;1260;40.9285542906616, -8.55818531844108
40%-59%;630;38.5772601733028, -7.9219336238994
20%-39%;50;40.0811768603136, -8.34500751673617
20%-39%;630;40.1640735003683, -8.86500498939652
20%-39%;100;40.3396690901769, -6.81253567468538
20%-39%;630;38.7674765267948, -9.12116332564963
20%-39%;630;38.8021043021027, -9.20421325440765
0%-19%;630;41.2766496982112, -8.07599784146341
0%-19%;100;40.3572566711902, -7.40766755169627
60%-79%;50;41.2022346049748, -7.12224304306807
20%-39%;50;41.9214193118146, -7.01272082641601
20%-39%;100;37.0735812728381, -7.86002622934549
20%-39%;630;37.1308048275751, -8.54344484776156
20%-39%;630;37.0942157727729, -8.19570264828214
+100%;100;39.4214301829879, -8.91552017440756
60%-79%;100;39.3853510898028, -8.47307783880035
20%-39%;160;39.725519793747, -8.2370497950452
40%-59%;50;38.1928495002298, -8.54262007065803
40%-59%;100;41.1286673744081, -7.78470971674274
20%-39%;400;40.7604573365244, -8.0661705703607
60%-79%;100;40.8022015631986, -8.10371223621394
60%-79%;250;41.4396296652554, -8.48000214713858
0%-19%;250;41.4704288131442, -8.27333594148242
40%-59%;250;38.5559720138621, -7.92129205541714
20%-39%;100;40.645659371616, -7.11423285634328
0%-19%;400;37.068853351708, -8.7987776983083
20%-39%;400;39.7715657555112, -8.7896021353108
0%-19%;1260;38.7612585016607, -9.17395762931073
0%-19%;1260;38.7780078046918, -9.1665113773854
20%-39%;400;38.8517942921314, -9.16763963218248
20%-39%;100;40.0410640671948, -7.61357552130524
0%-19%;400;41.5628297596922, -6.53750871042682
0%-19%;630;41.1654231876132, -8.59399501723252
60%-79%;400;41.3988557114385, -8.72680359034703
40%-59%;100;39.4168154114691, -8.6366080442597
20%-39%;400;38.5279252013624, -8.89709709123455
0%-19%;400;38.5246480526984, -8.87558768187607
20%-39%;50;40.847734810982, -7.58963150452688
40%-59%;250;40.74267317207, -8.63552189093022
20%-39%;250;40.5194529452902, -8.46941551543538
40%-59%;100;40.6365246364743, -7.35225476099249
0%-19%;1890;38.7897343837895, -9.09881029898169
20%-39%;630;39.7525520224741, -9.03132667350738
40%-59%;160;39.2374026165942, -9.00109957127512
40%-59%;500;38.6966783967329, -9.30412097807212
40%-59%;630;38.9009546302333, -9.1196666256074
60%-79%;630;38.7575941175377, -9.22645595898551
40%-59%;250;39.3180479764904, -7.81004426065149
20%-39%;630;41.1510311790624, -8.62986095517576
20%-39%;160;41.4951664316924, -8.57846456756032
20%-39%;630;40.3431549449524, -8.58592363767874
40%-59%;100;37.1565235701429, -8.02832835080656
40%-59%;250;38.4511722222002, -7.47903613364863
20%-39%;250;41.0826783862684, -8.57375342465378
0%-19%;630;41.080028159006, -8.6074204954373
0%-19%;100;39.6417119067064, -7.90328029492428
40%-59%;50;39.296349095562, -8.89373640583099
40%-59%;100;38.8736997276714, -8.70182627412716
20%-39%;160;39.5280867534885, -8.32892661182642
40%-59%;250;39.1965318997459, -8.62349576571026
60%-79%;100;38.5919626175317, -8.96694421506695
0%-19%;100;39.7511008327599, -8.55539340020993
60%-79%;250;38.6048480451346, -8.78281544669805
20%-39%;400;41.4080981930129, -7.95607758894367
20%-39%;400;40.5393259134847, -7.84837904620868
20%-39%;50;40.5086000236399, -7.85233209903588
20%-39%;250;40.9216496176251, -8.26336953360024
60%-79%;200;40.7348199025062, -8.63624225719714
40%-59%;400;41.4863725796322, -7.96336207443283
40%-59%;630;38.8523542094972, -7.59065774037653
60%-79%;100;40.2949570215246, -6.94747635059007
0%-19%;100;40.5135995438466, -7.13231710139914
0%-19%;630;38.727740122628, -9.14525697746701
0%-19%;800;38.8148563860018, -9.16281370774601
0%-19%;3150;38.7781859783366, -9.21859058887088
20%-39%;50;39.4140738442865, -7.42315367056859
20%-39%;100;39.5000599632055, -7.9417478892908
40%-59%;630;41.1734227308936, -8.55296725475327
20%-39%;250;40.3239225904442, -7.29663363309875
20%-39%;630;37.037356708874, -7.82189800287322
+100%;250;37.1322353705437, -8.35471353389021
40%-59%;100;37.4661874967292, -7.47435927354526
0%-19%;100;39.7365842055603, -8.43659085404825
60%-79%;400;38.6201809870658, -9.12144904447551
60%-79%;250;42.0212343103774, -8.63768374069064
40%-59%;400;41.5646493928926, -7.43194378173198
40%-59%;100;41.0094900616539, -7.67636596359066
80%-99%;100;40.8184536600688, -8.58426490945974
20%-39%;250;41.4752436470982, -8.343496160411
60%-79%;250;41.3610075910776, -8.30030212711289
20%-39%;50;40.3428682924869, -7.92840522619803
0%-19%;630;37.2020364030767, -7.54843792080574
20%-39%;630;38.759656931991, -9.09572862462077
20%-39%;630;39.7521749306681, -8.80397458311841
0%-19%;400;39.4111284425108, -9.14257057659455
20%-39%;100;39.9173013147476, -8.32202747243834
20%-39%;1260;38.7393083261144, -9.14694756072172
0%-19%;250;39.11044113791, -9.36100760519604
60%-79%;250;39.2428208000678, -7.36705047899504
60%-79%;100;39.3966348839567, -7.7826539484191
40%-59%;160;39.0518611997396, -9.2398140278534
20%-39%;160;41.3041974814666, -8.13036167441105
20%-39%;50;38.0311410481331, -8.23045841393304
40%-59%;50;39.9847635105406, -7.89711866078147
60%-79%;100;37.1713964622887, -8.21435077565905
40%-59%;250;37.1009500827389, -8.1770657936623
20%-39%;100;39.4602649673064, -8.50064568534874
20%-39%;250;38.4789549713652, -9.11282708874496
20%-39%;100;41.8116447744033, -8.33657299202621
20%-39%;160;41.7678587250633, -8.56038694136873
20%-39%;250;40.6803704565026, -7.69478894278334
0%-19%;250;40.7614242036581, -8.33327603132949
20%-39%;100;41.4911109246753, -8.76543786372349
60%-79%;100;40.6171500272762, -7.00698621956671
40%-59%;100;40.5489750706698, -7.25832979373161
80%-99%;50;41.0313648183652, -7.29665187600403
60%-79%;160;40.6050992463765, -7.29872504809867
0%-19%;50;39.1042400848952, -8.8763134751816
20%-39%;250;39.9055891302855, -8.77505203603996
40%-59%;630;38.8146163816143, -9.13331890604548
40%-59%;400;41.214693855079, -8.58933137344565
20%-39%;250;41.1112145020315, -8.25797005234471
20%-39%;50;39.8944309750344, -7.33900990531483
40%-59%;250;40.1914527242861, -8.39581164963268
20%-39%;400;39.8172300782288, -7.48158348003145
20%-39%;630;37.1442566018562, -8.5421019775741
40%-59%;100;38.4310143861723, -7.50642677305936
40%-59%;250;38.5752977731157, -9.01710901753396
